"ff" "t" "td" "hu" "dd" "precip_log" "ws_arome" "p3031_arome" "u10_arome" "v10_arome" "t2m_arome" "d2m_arome" "r_arome" "tp_arome_log" "msl_arome" "rain" "rain_class" "rain_log" "month2" "month3" "month4" "month5" "month6" "month7" "month8" "month9" "month10" "month11" "month12"
"184" 0.394770234234916 -0.972064971006834 -0.986072000048999 0.0208063975359907 0.942918117914192 -0.436627064579996 0.131046973783664 0.994461530558539 1.02407137818565 -0.520278460226791 -0.914218120373686 -0.93745567746717 0.0192567058646283 0.763779637864458 -0.147078601178975 1.8 "low_rain" 1.02961941718116 0 0 1 0 0 0 0 0 0 0 0
"185" 0.0999486915417651 -0.554018406968455 -0.227646115937357 1.01405936254055 0.545943385095646 1.33194387584596 -0.32582317836371 0.533843367568186 0.279641642314183 0.422765945692686 -0.557684040085867 -0.217473463932528 1.13678894675209 1.40623077966582 -0.63128782355985 2.6 "high_rain" 1.28093384546206 0 0 0 0 0 0 0 0 0 1 0
"186" 0.00647507631844887 0.416338466372854 0.246121471503579 -0.628439488185868 0.678627874597496 -0.820398516270391 0.0630056050715181 0.658908850500549 1.03681833543342 0.20094691580488 0.428950823137517 0.336977047065225 -0.442907409671551 0.501325970078213 0.211101965216539 1.2 "low_rain" 0.78845736036427 0 0 0 0 0 1 0 0 0 0 0
"187" 2.40903500149814 -0.37660146799661 0.00268393802178083 1.15931770129617 0.0578154867250253 2.24529018651962 2.39668209245068 0.0412181479633122 0.733785084516707 2.33817540026555 -0.311348300057514 0.0917812402719052 1.2865874639263 1.39456264156506 -1.42972045816972 28 "high_rain" 3.36729582998647 0 1 0 0 0 0 0 0 0 0 0
"188" -0.50226227488296 2.40989801863067 1.1751253822327 -2.74008351408244 -0.42653683674108 -0.612447306899028 -0.535070799096084 -0.553474612096988 -0.88834089180158 0.732491664576431 2.2061754964085 1.43556198333593 -2.10665128051738 -1.04780052433693 -0.435641301603807 0 "no_rain" 0 0 0 0 0 0 0 0 1 0 0 0
"189" -0.571123789739357 0.578331509937637 0.959439546774872 0.962041173661864 0.815087939003874 1.59334729295034 -0.343639573877627 0.606673366558185 0.548123788046445 0.0263540518485702 0.556761749811349 0.84774112479727 0.684089077122119 1.33929837662278 -0.0947558313627019 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 1 0 0 0 0 0
"192" 0.35313912829512 -0.84808382268008 -1.4046073806733 -1.48673960468438 1.54970694185558 -0.612447306899028 0.231471148674236 1.69485272845968 0.146379206762797 -1.55065126855447 -0.902775573659957 -1.2930414208533 -1.02379491235439 -0.959606184568518 0.173429959821141 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"193" -0.805200574080099 0.843740507953228 1.38999764999578 1.45179732933111 0.191578711913877 0.640601197491264 -0.584034808777473 0.116133637366333 -0.183318073705768 -0.831542892084427 1.0213689980345 1.55923309564374 1.35334904140288 1.68206032835854 -0.0200485989856995 0.4 "low_rain" 0.336472236621213 0 0 0 0 1 0 0 0 0 0 0
"194" -0.875894904921263 -0.950488374153182 -0.716690696752998 0.816292097275325 0.317790787293685 -0.149984386596786 -0.912682189415492 0.52456270760183 0.0887813857033755 -0.226089007594941 -0.947714564316228 -0.657194486220181 1.10419014353417 0.476116376336399 -0.783589665243544 8.2 "high_rain" 2.21920348405499 0 0 0 0 0 0 0 0 0 1 0
"195" -1.00235920787046 1.51109790594814 1.63922055374978 0.119935398984079 0.626309193777656 -0.612447306899028 -1.01617076541363 0.941307096675143 0.300718850650977 -0.221767860110198 1.48309516964879 1.47745686254911 -0.345217860742852 -0.811007785861924 1.1963926074915 0 "no_rain" 0 0 0 0 0 0 0 1 0 0 0 0
"196" -0.257188594633593 1.7676571279105 1.56726501099034 -0.710883410182293 -0.43678482576765 -0.820398516270391 -0.0950942640993906 -0.595298015564164 -0.0218961185283785 0.548490724548648 1.76953231192143 1.58255985509953 -0.776972962877805 -1.04780052433693 -0.151613824538182 0.6 "low_rain" 0.470003629245736 0 0 0 0 0 0 1 0 0 0 0
"198" 0.0965448904271886 -0.873537464280939 -1.09626522445101 -0.62991170107866 0.0766933612476419 -0.0298129321823407 -0.046814417382065 0.082026889658488 0.0575915243280924 0.924725399620057 -0.983655342012412 -1.34634473484927 -0.976339817710105 -1.04780052433693 -0.597650368419696 2.6 "high_rain" 1.28093384546206 0 1 0 0 0 0 0 0 0 0 0
"199" -0.115799932951266 0.610864972381073 0.332630836353987 -0.849271422104868 1.03676812268379 -0.612447306899028 -0.216446810183845 1.0856379573096 0.791180973238106 -0.500939948235419 0.744856706542956 0.450155639591066 -0.981535665208884 -0.479415908056317 0.572510171816259 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 1 0 0 0 0
"200" 1.56017936969425 -0.403319363319156 -0.430586057514188 -0.113164975708203 1.41378624529271 0.968723861277073 1.68927083130897 1.41609484499497 0.993255008325468 -1.59858557050914 -0.323154785330362 -0.407805172981621 -0.279283520878485 1.16766698350759 -0.131212610777603 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 1 0
"201" -0.57138562059432 -0.509769526702302 -0.220052817455197 0.891374954807785 0.885745126502822 -0.284324643113219 -0.488782964188366 1.23768714088267 0.522378529092485 -0.736967883375485 -0.460977629426437 -0.130434234657058 1.08198509245571 0.503705388010564 1.11426277482562 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 0 0 0 1 0
"203" -0.278135063030979 -0.906998046120157 -0.777346688199971 0.427627893577886 0.881430183754799 0.640601197491264 -0.330353058817633 0.759690168432605 0.228352581163002 -1.04462712409621 -0.746416905073461 -0.594630788072483 0.5360751883768 0.829663875211178 -0.803101333586392 4.6 "high_rain" 1.7227665977411 0 0 0 0 0 0 0 0 0 1 0
"205" -0.0828092452253892 -1.20148487973922 -1.2750693244238 -0.130831530421722 1.48012849004363 -0.284324643113219 -0.195018770823137 1.69584066698638 -0.00832967168692089 -1.36753793312926 -1.18101501854584 -1.07543082946458 0.520278078951651 -0.726800778303633 0.761905571328634 0.2 "low_rain" 0.182321556793955 1 0 0 0 0 0 0 0 0 0 0
"206" -0.252213808389219 0.0100916037389109 0.485943148565436 1.41401053174942 0.501715221928359 -0.0298129321823407 -0.590600226134991 0.353951433779169 0.4607591278598 0.43881365423074 0.0269099118533521 0.579572152355656 1.71797922148924 0.100102165858587 0.756714125939955 0.4 "low_rain" 0.336472236621213 0 1 0 0 0 0 0 0 0 0 0
"209" 0.686449806668454 -1.47245659413094 -1.72352591692433 -0.676041038386189 1.21583824672693 0.702268859002126 0.770687495320188 1.30787448269759 1.06794752383906 -1.22531874186425 -1.31419903493329 -1.54346765836401 -0.555634701006418 1.05077787682967 0.518471502915539 10.7 "high_rain" 2.45958884180371 0 0 0 0 0 0 0 0 0 0 1
"210" 2.65149037319784 -1.47768217618135 -1.68447466758747 -0.525384585690335 1.22770433928402 1.36599338649878 1.70176360546934 1.23499357997919 1.40478218657295 -1.41877582750334 -1.44767559523448 -1.5684861891146 -0.20627443869707 1.99570594767874 -2.96313732067654 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 0 0 0 0 0 1
"211" -1.27754343644105 0.980954178568965 0.893630959929494 -0.481708936537469 1.21475951103993 -0.820398516270391 -1.04813497348323 1.29603175641009 0.19929661386868 -0.583965688921548 1.26509091458125 0.967560259824997 -1.07065865163645 -1.04780052433693 0.723251663340999 2.6 "high_rain" 1.28093384546206 0 0 0 0 0 1 0 0 0 0 0
"212" 1.01190555939278 -0.946189911498754 -0.627017457535091 1.08521631902557 0.511423843111421 1.88303963558884 0.886323880243877 0.484288833075371 0.924734858339979 0.215869465282827 -0.987123330701833 -0.743853271055134 0.935722319336351 1.90144271784787 -2.39810001570008 16.3 "high_rain" 2.85070650150373 1 0 0 0 0 0 0 0 0 0 0
"213" 1.68585818007854 0.265555139142033 0.463976820813453 0.48455345876589 0.086401982430704 2.45711431608611 1.8009643494452 0.0303742315882733 0.391885508146355 2.1161271684193 0.354872120330898 0.523439090072716 0.393362589483639 1.64668379609555 -1.72888965095231 3.8 "high_rain" 1.56861591791385 0 0 0 0 1 0 0 0 0 0 0
"214" 2.06027630268173 0.0789512897910535 -0.183442271201892 -0.899326660459841 0.926737082609089 0.968723861277073 2.09824083749373 0.900352717198828 2.41488059086975 -0.344207550006204 0.0830926055995223 0.000501243809135881 -0.384490781667464 1.85202027933642 -1.31704470525807 0 "no_rain" 0 0 0 0 0 1 0 0 0 0 0 0
"215" 0.54663213011593 -0.320047184837462 -0.190764380452553 0.335859956593763 0.885205758659313 -0.0298129321823407 0.16525826465232 0.781925438162224 0.710577743285159 -0.153443966705297 -0.281583117742732 -0.195175646128229 0.225815057132886 0.685469994367349 -0.515491370330279 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"216" -0.991885973671762 0.143091095281742 0.00123759545368861 -0.476310822597232 -0.913585999424698 -0.612447306899028 -1.20436977557856 -0.854593139143416 -0.607957164757126 -0.768553706566675 -0.0408967589020185 -0.0740086274720958 -0.127419678516296 -0.618819334174144 0.638953867525898 0.8 "low_rain" 0.587786664902119 0 0 0 0 0 0 0 0 1 0 0
"217" -1.0795993100858 0.630587330442564 1.01666047462264 0.973328139173276 0.735261498165358 -0.284324643113219 -0.893422473369267 0.989725366643316 0.441151334152879 -0.278988313219501 0.506586322607512 0.955145289155176 1.2016928748073 0.0743657925660159 0.616083314572956 0 "no_rain" 0 0 0 0 0 0 0 0 0 1 0 0
"218" -0.139888371608259 1.75130611310726 1.67113048665713 -0.474347872073491 -0.169797743233441 -0.436627064579996 0.260140854278525 -0.284579989985824 -0.481539409675652 1.42794820647155 1.79377531326521 1.52529108361465 -0.950879105714074 -1.04780052433693 -0.647814896894605 7.7 "high_rain" 2.16332302566054 0 0 0 0 0 0 0 1 0 0 0
"220" -0.786872414232388 1.4785644435049 1.29128476972761 -0.664754072874766 -1.98908547937058 -0.820398516270391 -0.673508425934412 -1.90726260178725 -0.969136146114246 -1.07457557519702 1.54717265179193 1.37459317649702 -0.731670191913497 -0.990185925538268 0.257207638916587 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 1 0 0 0 0 0
"221" 1.34050328237671 -0.280433901551437 -0.229092458505252 0.0581024574867597 0.475286197596698 -0.0298129321823407 1.79324976203069 0.400553902192507 1.24653442720679 1.3510593431159 -0.282618630325537 -0.157168665987987 0.326851540704904 1.24797549408518 -1.29773719487993 0.4 "low_rain" 0.336472236621213 0 0 1 0 0 0 0 0 0 0 0
"222" -0.934021354723997 0.413051406695937 0.272788412601735 -0.502319917036576 0.151126123651118 -0.612447306899028 -0.390648226657794 0.632142103500522 0.308147563535927 -0.788203041157126 0.633182296497339 0.428681120246812 -0.723210661146764 -1.04780052433693 0.529291875045887 0.4 "low_rain" 0.336472236621213 0 0 0 0 1 0 0 0 0 0 0
"223" -1.05603453313874 0.801598717223424 0.65489403979366 -0.575439824045308 0.323723833572219 -0.820398516270391 -1.23887328407332 0.345756361787589 0.0838007678717019 0.18987149112662 0.581922184788578 0.517462828600209 -0.272659247367631 -1.04098325960562 0.431509931751198 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 0 1 0 0 0
"225" -1.1683599699197 1.24206471392993 1.00183546330038 -0.842401095271835 0.313475844545662 -0.612447306899028 -1.14017959517662 -0.333912186388223 -0.503940429998746 -0.850679653138816 1.18536805458546 1.08065957041447 -0.569217586396559 -1.04780052433693 0.112984619551246 1.6 "low_rain" 0.955511445027436 0 0 0 0 1 0 0 0 0 0 0
"227" -0.282586187565421 2.51904525662044 1.94792429561415 -1.68156244416403 -1.64496879521538 -0.820398516270391 -0.629791557928077 -1.6771444203174 -1.50202866185363 -0.273162881246801 2.41906827628824 1.77579587736881 -1.98145179443201 -1.04780052433693 0.122132840732415 0 "no_rain" 0 0 0 0 0 0 1 0 0 0 0 0
"228" -1.34638749590712 0.0899755822459273 -0.582253155054573 -1.85606874572313 -0.804058369337265 -0.612447306899028 -1.244363845525 0.897879633331661 -0.219335549792788 -0.696668359907455 -0.335201906214708 -0.691506510855776 -0.904670739647393 -1.04780052433693 0.823221013400582 0 "no_rain" 0 0 0 0 1 0 0 0 0 0 0 0
"229" 0.431688384785302 1.28429078824106 1.47008886970062 0.261267836692239 0.214232161341022 -0.820398516270391 0.442564621170027 0.193809607893886 0.63461250409919 1.18776101171848 1.49972124956072 1.50275460359732 -0.339336446819009 -1.04780052433693 0.173191775528968 1.2 "low_rain" 0.78845736036427 0 0 0 0 0 1 0 0 0 0 0
"230" -1.02505121530095 -1.1909213375295 -1.59401799281169 -1.11623269333139 -0.373259279755013 -0.436627064579996 -0.75167826238454 0.506744208770434 -0.418749608255231 -1.02939764396937 -1.10092622989628 -1.53752096887224 -1.12792460299109 -0.0152623053885922 -0.307687727665343 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"231" 1.15146140509033 -0.0292688288027429 0.523909640976275 1.69422171901107 0.568057466679283 0.353958519508054 1.23827350796977 0.39264678993667 1.42857256977177 1.1009848290999 -0.0562859949891746 0.47254634607115 1.66278963548502 0.387615483186455 0.364818329941533 1 "low_rain" 0.693147180559945 0 1 0 0 0 0 0 0 0 0 0
"232" -1.09845113164344 -0.161678335275296 -0.152978680862644 -0.0110915484745275 -0.280907518995148 -0.149984386596786 -0.716340542929721 0.542290604530659 -0.324120059856742 -1.11338332308328 -0.287204969287579 -0.128554962489812 0.479765259764034 -0.172567827963325 0.574537168751734 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 0 0 0 1 0 0
"233" -0.494669180088911 1.59673002471097 0.832161400787997 -2.16886491167863 -2.0068846182062 -0.612447306899028 -0.540828917863964 -1.88619371829385 -1.29249181414905 -0.925595196123182 1.48630096336808 1.03198173149132 -1.54800674772154 -1.04780052433693 0.973393779166444 0 "no_rain" 0 0 0 0 0 1 0 0 0 0 0 0
"234" -0.794465509026437 -0.251861767436718 0.145781455846372 1.19514154835413 0.604734480037527 -0.820398516270391 -0.839603509643704 1.00557183359487 0.451649917100948 -0.357396898601168 -0.301416898548126 0.12408754077306 1.37197952930404 0.0965541826801016 0.896883151434374 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 1 0
"235" 0.699541349416822 -0.29948199096131 0.174889100028086 1.48516748823442 -0.0435856678536325 1.63384529513519 1.02961299979892 -0.0926059547089394 0.0641772390932427 1.79146975447625 -0.2601151375472 0.134750779781763 1.25712754235861 1.55701558415208 -1.33379538017323 5.8 "high_rain" 1.91692261218206 1 0 0 0 0 0 0 0 0 0 0
"238" 0.890416042687964 0.0968194090605666 0.23247161351792 0.258814148537575 0.175397676608774 -0.820398516270391 1.55992238940899 0.155030954726254 0.999365328656732 1.77357295805204 0.0260523469005593 0.360102154639344 0.950269717579635 -1.02618263693346 -0.33595874487562 5.2 "high_rain" 1.82454929205105 0 0 0 0 0 0 0 0 0 1 0
"240" 0.403148821593867 -0.826085807919196 -0.634339566785752 0.70096875400651 -1.79005874511781 -0.820398516270391 -0.0280872716178448 -1.71236259283412 -1.68976331928071 -0.748711757334649 -0.830831164444768 -0.757126554861371 0.407764544274676 -0.0938186339498778 0.0218135055904628 0 "no_rain" 0 0 1 0 0 0 0 0 0 0 0 0
"243" -0.0767871355611441 -0.883735777637389 -0.743719223493236 0.495840424277302 0.327499408476748 1.7944067961482 0.209395370777397 0.179406407366833 0.719002713305765 -0.00784923596465742 -0.878407528035933 -0.74203423138876 0.553623629704448 1.41801487440532 -0.0558831826985869 0.2 "low_rain" 0.182321556793955 0 0 1 0 0 0 0 0 0 0 0
"244" 0.559723672864298 -0.919303449013358 -0.633345206270299 0.991485431517731 -1.86341277183428 -0.820398516270391 0.199812704932411 -1.93808962227339 -1.85915918507734 -1.0488931832679 -0.814821184668157 -0.468496402331906 1.2557201102591 -0.641781941741593 0.207451426371137 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 1 0
"245" -0.798916633560884 -0.446556840607798 0.0203112380696718 1.47388052272301 0.133326984815504 -0.0298129321823407 -0.995547355025076 0.402155023508446 0.283007922888778 0.248901222335209 -0.474718984222732 -0.00171357055781441 1.5965622006837 -0.237304670837432 2.15896824573903 0.8 "low_rain" 0.587786664902119 0 0 0 0 0 0 0 0 0 0 1
"247" -1.65903099212838 0.755579881746621 0.830534265398963 0.0453432790825423 0.126854570693463 -0.612447306899028 -1.51477409495377 0.473947364532578 -0.18292386966987 -0.46239298106961 0.646336158768912 0.852039675272307 0.425105973754385 0.357499298738438 0.549600731631947 0 "no_rain" 0 0 0 0 0 0 0 0 1 0 0 0
"248" 1.05667863559218 0.415411346976866 0.503841637844826 0.156249983672978 0.508727003893908 0.640601197491264 0.918470074472431 0.474265889489435 1.13081574070946 0.941437423865969 0.427375829063407 0.484036512003446 0.0535555532690753 0.235363304855436 -0.67583314710093 10.5 "high_rain" 2.4423470353692 0 0 0 0 0 0 0 1 0 0 0
"249" -0.313220397596591 0.632778703560436 0.215929070396064 -1.18493596166175 -0.727504093416007 -0.612447306899028 -0.372763594369501 -0.717854340106797 -1.23386558624888 0.772990062321768 0.492682940938397 0.265484424943174 -0.762039264572097 -1.04780052433693 0.086312839731307 0 "no_rain" 0 0 0 0 1 0 0 0 0 0 0 0
"250" -0.826147042477479 0.263110915279777 0.100944836237523 -0.442449926062973 0.273562624126398 -0.820398516270391 -0.875862532826367 0.346226382217769 0.230763561827499 0.435538495361523 0.0328368283241851 0.0337337097217823 0.0334859110339778 -0.783593337809995 0.684306101118043 0 "no_rain" 0 0 0 0 0 0 0 0 1 0 0 0
"251" 0.00909338486812368 0.520934390963828 0.89552928455004 0.950263470519518 0.752521269157464 -0.284324643113219 -0.14617731356111 0.606706417079279 0.528165975152422 0.54168707664697 0.52114593798726 0.85095158965933 0.798701173157211 0.0540806853004886 0.323811744455659 0.4 "low_rain" 0.336472236621213 0 0 0 0 0 0 0 1 0 0 0
"252" -0.729793287849525 -0.407449258810723 -0.702136874662247 -0.676531776017123 -0.645520181203486 -0.612447306899028 -0.698006124873351 -0.343580298760841 -0.470188752492104 0.757221155147382 -0.571580041820531 -0.85155687439677 -0.672452007877831 -0.43714554873034 -1.34294360135441 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"254" 0.218034407132007 -0.172045215794791 0.127340588103958 0.845245617500256 0.995776166577526 -0.149984386596786 0.0247312184807643 0.976308961477439 0.893175336220926 -0.486636006686176 -0.134357573949156 0.130906150140873 0.766293870233253 1.13485949067822 -0.894466883704052 4.2 "high_rain" 1.64865862558738 0 0 0 0 0 0 0 0 0 1 0
"255" 0.295798171057287 -1.60023050362337 -1.69224875889057 -0.148007347504307 0.669997989101436 0.432649988119901 0.567411441882424 0.817507015030436 1.35573502027303 -0.0838924553622558 -1.51694075660645 -1.58225149262617 0.00333281312514567 0.198555800014805 -1.21307483127068 2.8 "high_rain" 1.33500106673234 1 0 0 0 0 0 0 0 0 0 0
"256" 2.39777627473455 -1.5215939221218 -1.33906998305921 0.743172190266581 0.7417339122874 3.25091731810897 2.70083751006383 0.819833598247372 -0.351263436016385 -2.97677665954935 -1.28471122206036 -1.1602730238463 0.587173788114928 2.92976008265624 -4.75613423006374 3.2 "high_rain" 1.43508452528932 0 0 0 0 0 0 0 0 0 0 1
"257" 0.483792724923785 0.415579914139715 0.121736010652913 -0.979807631932538 0.424046252463861 -0.820398516270391 0.591396254504266 0.414892457300971 0.909535247893356 0.854641558746939 0.417034882658914 0.169895627594922 -0.873236399450346 -0.206864966809432 0.109066730990126 0.2 "low_rain" 0.182321556793955 0 0 0 0 1 0 0 0 0 0 0
"258" 1.56017936969425 -0.321901423629428 -0.0588760175300754 0.764273908396622 0.268708313534867 0.0788953714556668 1.80551721201463 0.205472223656243 1.20371750185512 1.76487224206727 -0.224462426051608 0.00187643162849135 0.669163265365257 -0.0047512094355648 -0.887418573017171 12.1 "high_rain" 2.57261223020711 1 0 0 0 0 0 0 0 0 0 0
"259" 0.840144518534247 -0.186794842550248 -0.492597995118696 -0.900798873352634 -1.81217282670145 -0.149984386596786 0.463007822763811 -1.71345926353482 -2.2426496278077 -0.725647421891429 -0.0119884781752154 -0.405948941560093 -1.21964299832467 -0.937560743687105 0.366441871851475 0.2 "low_rain" 0.182321556793955 0 0 1 0 0 0 0 0 0 0 0
"262" 0.143936275176267 0.847196134792995 0.838850735165287 -0.266765854189643 -0.874751514692449 0.353958519508054 -0.117087465986075 -0.965648357766399 -1.56321903155298 0.786647254988865 0.7224921887078 0.948744497405944 0.427011354903168 1.13621210077276 -1.3574679822733 2.8 "high_rain" 1.33500106673234 0 0 0 1 0 0 0 0 0 0 0
"263" -0.844998864035123 -0.476308944863073 -0.194109047640982 0.870763974308677 1.30105836600048 -0.612447306899028 -0.976512287372298 0.964678704357053 0.00739338606023133 -0.762137116673863 -0.447541090794098 -0.131955196013877 1.04182276196074 -0.61665210205233 1.96130444865535 0.6 "low_rain" 0.470003629245736 0 1 0 0 0 0 0 0 0 0 0
"265" -0.201680453380533 1.58299180093302 1.34552261602881 -0.988640909289298 0.750363797783459 -0.820398516270391 -0.292845048585841 0.564320365527526 0.717632303205388 0.241926026450923 1.54092972487492 1.34730812576884 -0.941762159679108 -0.54521453797618 1.12366765173388 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 0 1 0 0 0 0
"266" -1.50036149401821 0.425609660333316 0.710578228662959 0.736792601064485 -1.6794883371996 -0.436627064579996 -1.39818584140721 -0.868171177519067 -0.840658581639302 -0.297507342839002 0.551105652054277 0.80270862213503 0.651809412559241 1.10874447716748 -1.34867946798235 1.2 "low_rain" 0.78845736036427 0 0 0 1 0 0 0 0 0 0 0
"268" -0.751001587101874 0.442550660206645 0.706871975832239 0.621959995426605 0.451554012482537 -0.820398516270391 -0.39352686711123 0.417894193438233 0.578027616154786 0.526427734148065 0.497193656303728 0.622958239521583 0.196665643277737 -0.887410743130827 0.404872178258702 0 "no_rain" 0 0 0 0 0 0 0 0 0 1 0 0
"270" 0.421476981441578 -0.0323873213166033 0.253443580754239 0.784394151264795 -0.0538336568801895 0.0788953714556668 0.449249161485641 -0.0779627960856059 0.0604166240923772 1.46779602200114 -0.305450654562282 0.106644335537317 1.33208249466728 -0.880611899087687 0.919807174330452 3.6 "high_rain" 1.52605630349505 0 0 0 0 0 0 0 0 0 0 1
"273" 0.0478443514032755 -0.528733332530654 -0.71434039008001 -0.547958516713169 1.35229831113331 -0.820398516270391 0.0133711994439762 1.30050912693371 0.284075996724963 -0.987728139311192 -0.589736006994832 -0.725460587527408 -0.348317621489393 -0.411202928852508 0.717962999873876 0 "no_rain" 0 0 1 0 0 0 0 0 0 0 0 0
"274" -0.625846438427515 -0.362947527800198 -0.138424858771892 0.696552115328129 0.0880200859612144 0.353958519508054 -0.333799601465189 -0.0164465642037747 -0.0707286411749743 0.937061166157861 -0.431912048301614 -0.169802614454103 0.872856556160575 0.451248904978483 0.892790270332055 0.4 "low_rain" 0.336472236621213 1 0 0 0 0 0 0 0 0 0 0
"275" 1.04672906310343 -0.604082854355303 -0.137611291077381 1.51804690950681 -0.101837394952005 -0.612447306899028 0.627441345673187 -0.10226884424805 -0.244183683973936 1.5206827076867 -1.08891816461944 -0.69099081542346 1.53170516942791 -0.305568336566624 1.38945798946498 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 0 0
"276" -0.473722711691532 0.236140169212848 0.651549372605009 1.17551204311689 0.0599729580990305 -0.149984386596786 -0.325180203822887 -0.213983993712593 -0.177147199566723 -1.14091830271559 0.542017967755806 0.791207570811038 0.583749185048554 -0.817305683117287 -0.948627075202836 0.2 "low_rain" 0.182321556793955 0 0 0 1 0 0 0 0 0 0 0
"278" -0.284157172695224 -0.268297065821291 -0.136255344919846 0.332915530808177 1.11227962077427 -0.284324643113219 -0.235132020042919 1.20313625542388 0.687248164301688 -0.79321181146853 -0.34530130488086 -0.445912208014156 -0.275365238966897 -0.141924737916433 0.516429923268299 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"279" 0.245264816048602 1.28673501210351 1.13245827647569 -0.626967275293075 0.455868955230574 -0.612447306899028 0.404384193137316 0.446877243197609 1.06267102735301 0.721730815871143 1.31870779587926 1.11121350427348 -0.790667195473591 -0.300902040950841 0.237229323797218 0.2 "low_rain" 0.182321556793955 0 0 0 0 1 0 0 0 0 0 0
"281" 0.134772195252415 1.62521787524415 1.76676988896816 0.144963018161554 -2.17624612106628 -0.612447306899028 -0.00703838881424842 -2.11919846412788 -1.48876716187359 -1.21594341155968 1.70770761692208 1.79530222718026 -0.0888493545361341 -0.68551155883855 0.213877541356004 0.6 "low_rain" 0.470003629245736 0 0 0 0 0 1 0 0 0 0 0
"282" 0.488505680313196 -0.792456658916921 -1.53441662615409 -2.04078239000561 -1.97344381190898 -0.820398516270391 0.20467598539209 -1.95084808557107 -1.83525523294771 -1.10301384778801 -0.765399422892326 -1.83501427946744 -2.80834838885368 -1.04780052433693 1.73516547639668 0 "no_rain" 0 0 0 1 0 0 0 0 0 0 0 0
"283" 0.470177520465491 -0.240399200358385 0.137103400438176 1.12741975528564 0.548100856469664 1.01528436283659 0.0606531715517351 0.764203560199284 0.900633814516448 0.330845486056784 -0.283211181007578 0.145293100230606 1.3712016731565 0.583565194985346 -0.105532455357753 3.8 "high_rain" 1.56861591791385 1 0 0 0 0 0 0 0 0 0 0
"284" -0.509331707967077 -0.715505749044678 -0.268505293484196 1.4846767506035 -1.83644437965911 -0.820398516270391 -0.177104389798854 -1.80930624932078 -1.73356956600037 -0.783828726385512 -0.579862401150764 -0.221138212475184 1.22131261156111 -0.885238668641344 0.106136578105943 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 1 0
"285" -0.23964592735079 1.19048316207682 1.6368702470768 1.06018869984808 0.661907471448884 -0.612447306899028 -0.0474466975198652 0.548072034407827 0.84242692288572 0.458565224269066 1.16315685695883 1.61454694148875 1.02723155514573 -0.148926364871754 0.156334160727521 0.2 "low_rain" 0.182321556793955 0 0 0 0 0 1 0 0 0 0 0
"287" 2.84629252929349 -0.834092748157969 -0.784216815397981 0.152814820256456 0.932130761044114 1.77112896980531 2.30497792170685 0.909126345700207 2.08619704550432 -0.811613746424341 -0.751934608331697 -0.852082638816412 -0.240767240882616 1.61182966827784 -1.59883130561563 4.8 "high_rain" 1.75785791755237 0 1 0 0 0 0 0 0 0 0 0
"288" -0.0990427582333643 0.484776734517764 -0.0671924872961771 -1.539248531194 -0.914664735111701 -0.612447306899028 -0.284726095711376 -0.952271844875783 -1.49850230874749 0.692781752469473 0.281416400070204 -0.000289852033467425 -0.967153386552467 -1.04780052433693 0.681642325768789 0 "no_rain" 0 0 0 0 0 0 0 0 0 1 0 0
"289" -0.608565601999675 2.53935759975221 1.74914258892027 -2.22235531345011 -1.898471681662 -0.820398516270391 -0.646932529505642 -1.8589121847813 -1.37091553242233 -0.652607468637582 2.4127531255195 1.60609026209177 -2.39227105173627 -1.04780052433693 0.0271410562889564 0 "no_rain" 0 0 0 0 0 1 0 0 0 0 0 0
"290" -1.35504536951137 -1.8136365318784 -1.97925736223446 -0.315839617282746 -0.971298358679563 -0.436627064579996 -1.47737404923941 -1.2950137347805 -0.876587817756299 -0.231644396189838 -1.89290388220022 -2.35814116870054 -1.38856747784342 -1.04780052433693 1.48142629166897 0 "no_rain" 0 0 0 0 0 0 0 0 0 0 0 0
"291" 2.17679103314217 -0.583011958990603 -0.643740793477889 -0.188738570871597 0.912174150834495 0.269432900571825 1.99019807483106 0.845240216371664 1.93047806574856 0.0338169595545964 -0.486269742333069 -0.716803889057503 -0.669097498526254 0.158053229931529 -0.808914974677084 0 "no_rain" 0 1 0 0 0 0 0 0 0 0 0 0
